Reactor Name,Reactor Status,Country,Reactor Type,Model,Owner,Operator,Reference Unit Power (Net Capacity) [MWe],Design Net Capacity [MWe],Gross Capacity [MWe],Thermal Capacity [MWt],Construction Start Date,First Criticality Date,Construction Suspended Date,Construction Restart Date,First Grid Connection,Commercial Operation Date,Suspended Operation Date,End of Suspended Operation Date,Permanent Shutdown Date,Thermal Efficiency [%],Energy Efficiency [%],Years Connected,Total Power Supplied [TW.h],Hours On Line
FUKUSHIMA-DAIICHI-1,Permanent Shutdown,Japan,BWR,BWR-3,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",439,439,460,1380,1967-07-25,1970-10-10,,,1970-11-17,1971-03-26,,,2011-05-19,31.81,31.81,42,82.91,198511.0
FUKUSHIMA-DAIICHI-2,Permanent Shutdown,Japan,BWR,BWR-4,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",760,760,784,2381,1969-06-09,1973-05-10,,,1973-12-24,1974-07-18,,,2011-05-19,31.92,31.92,39,150.45,210715.0
FUKUSHIMA-DAIICHI-3,Permanent Shutdown,Japan,BWR,BWR-4,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",760,760,784,2381,1970-12-28,1974-09-06,,,1974-10-26,1976-03-27,,,2011-05-19,31.92,31.92,38,156.91,216871.0
FUKUSHIMA-DAIICHI-4,Permanent Shutdown,Japan,BWR,BWR-4,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",760,760,784,2381,1973-02-12,1978-01-28,,,1978-02-24,1978-10-12,,,2011-05-19,31.92,31.92,34,153.96,209261.0
FUKUSHIMA-DAIICHI-5,Permanent Shutdown,Japan,BWR,BWR-4,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",760,760,784,2381,1972-05-22,1977-08-26,,,1977-09-22,1978-04-18,,,2013-12-17,31.92,31.92,37,157.59,214613.0
FUKUSHIMA-DAIICHI-6,Permanent Shutdown,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1973-10-26,1979-03-09,,,1979-05-04,1979-10-24,,,2013-12-17,32.4,32.4,35,206.49,198031.0
FUKUSHIMA-DAINI-1,Permanent Shutdown,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1976-03-16,1981-06-17,,,1981-07-31,1982-04-20,,,2019-09-30,32.4,32.4,39,206.25,198291.0
FUKUSHIMA-DAINI-2,Permanent Shutdown,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1979-05-25,1983-04-26,,,1983-06-23,1984-02-03,,,2019-09-30,32.4,32.4,37,190.64,181709.0
FUKUSHIMA-DAINI-3,Permanent Shutdown,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1981-03-23,1984-10-18,,,1984-12-14,1985-06-21,,,2019-09-30,32.4,32.4,36,163.1,156587.0
FUKUSHIMA-DAINI-4,Permanent Shutdown,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1981-05-28,1986-10-24,,,1986-12-17,1987-08-25,,,2019-09-30,32.4,32.4,34,161.36,154576.0
GENKAI-1,Permanent Shutdown,Japan,PWR,M (2-loop),"Kyushu Electric Power Co., Inc.","Kyushu Electric Power Co., Inc.",529,529,559,1650,1971-09-15,1975-01-28,,,1975-02-14,1975-10-15,,,2015-04-27,32.06,32.06,41,126.61,241682.0
GENKAI-2,Permanent Shutdown,Japan,PWR,M (2-loop),"Kyushu Electric Power Co., Inc.","Kyushu Electric Power Co., Inc.",529,529,559,1650,1977-02-01,1980-05-21,,,1980-06-03,1981-03-30,,,2019-04-09,32.06,32.06,40,115.95,219455.0
GENKAI-3,Operational,Japan,PWR,M (4-loop),"Kyushu Electric Power Co., Inc.","Kyushu Electric Power Co., Inc.",1127,1127,1180,3423,1988-06-01,1993-05-28,,,1993-06-15,1994-03-18,,,,32.92,32.92,31,189.58,167495.0
GENKAI-4,Operational,Japan,PWR,M (4-loop),"Kyushu Electric Power Co., Inc.","Kyushu Electric Power Co., Inc.",1127,1127,1180,3423,1992-07-15,1996-10-23,,,1996-11-12,1997-07-25,,,,32.92,32.92,28,170.34,150945.0
HAMAOKA-1,Permanent Shutdown,Japan,BWR,BWR-4,"CHUBU ELECTRIC POWER CO., INC.","CHUBU ELECTRIC POWER CO., INC.",516,516,540,1593,1971-06-10,1974-06-20,,,1974-08-13,1976-03-17,,,2009-01-30,32.39,32.39,36,73.6,152684.0
HAMAOKA-2,Permanent Shutdown,Japan,BWR,BWR-4,"CHUBU ELECTRIC POWER CO., INC.","CHUBU ELECTRIC POWER CO., INC.",814,814,840,2436,1974-06-14,1978-03-28,,,1978-05-04,1978-11-29,,,2009-01-30,33.42,33.42,32,129.57,164376.0
HAMAOKA-3,Suspended Operation,Japan,BWR,BWR-5,"CHUBU ELECTRIC POWER CO., INC.","CHUBU ELECTRIC POWER CO., INC.",1056,1056,1100,3293,1983-04-18,1986-11-21,,,1987-01-20,1987-08-28,2010-11-29,,,32.07,32.07,35,170.45,164361.0
HAMAOKA-4,Suspended Operation,Japan,BWR,BWR-5,"CHUBU ELECTRIC POWER CO., INC.","CHUBU ELECTRIC POWER CO., INC.",1092,1092,1137,3293,1989-10-13,1992-12-02,,,1993-01-27,1993-09-03,2011-05-13,,,33.16,33.16,29,137.85,127995.0
HAMAOKA-5,Suspended Operation,Japan,BWR,ABWR,"CHUBU ELECTRIC POWER CO., INC.","CHUBU ELECTRIC POWER CO., INC.",1325,1325,1380,3926,2000-07-12,2004-03-23,,,2004-04-30,2005-01-18,2011-05-14,,,33.75,33.75,18,38.84,30896.0
HIGASHI DORI-1 (TOHOKU),Suspended Operation,Japan,BWR,BWR-5,"Tohoku Electric Power Co., Inc","Tohoku Electric Power Co., Inc",1067,1067,1100,3293,2000-11-07,2005-01-24,,,2005-03-09,2005-12-08,2011-03-11,,,32.4,32.4,17,41.72,40391.0
IKATA-1,Permanent Shutdown,Japan,PWR,M (2-loop),"SHIKOKU ELECTRIC POWER CO., INC","SHIKOKU ELECTRIC POWER CO., INC",538,538,566,1650,1973-09-01,1977-01-29,,,1977-02-17,1977-09-30,,,2016-05-10,32.61,32.61,40,126.8,240048.0
IKATA-2,Permanent Shutdown,Japan,PWR,M (2-loop),"SHIKOKU ELECTRIC POWER CO., INC","SHIKOKU ELECTRIC POWER CO., INC",538,538,566,1650,1978-08-01,1981-07-31,,,1981-08-19,1982-03-19,,,2018-05-23,32.61,32.61,38,117.1,220542.0
IKATA-3,Operational,Japan,PWR,M (3-loop),"SHIKOKU ELECTRIC POWER CO., INC","SHIKOKU ELECTRIC POWER CO., INC",846,846,890,2660,1990-10-01,1994-02-23,,,1994-03-29,1994-12-15,,,,31.8,31.8,30,141.33,163641.0
JPDR,Permanent Shutdown,Japan,BWR,BWR-1,JAPAN ATOMIC ENERGY AGENCY,JAPAN ATOMIC ENERGY AGENCY,12,10,13,90,1960-12-01,1963-08-22,,,1963-10-26,1965-03-15,,,1976-03-18,13.33,11.11,14,0.01,1374.0
KASHIWAZAKI KARIWA-1,Suspended Operation,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1980-06-05,1984-12-12,,,1985-02-13,1985-09-18,2011-08-06,,,32.4,32.4,37,160.13,153782.0
KASHIWAZAKI KARIWA-2,Suspended Operation,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1985-11-18,1989-11-30,,,1990-02-08,1990-09-28,2007-07-05,,,32.4,32.4,32,119.53,114685.0
KASHIWAZAKI KARIWA-3,Suspended Operation,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1989-03-07,1992-10-19,,,1992-12-08,1993-08-11,2007-09-19,,,32.4,32.4,30,100.28,95968.0
KASHIWAZAKI KARIWA-4,Suspended Operation,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1990-03-05,1993-11-01,,,1993-12-21,1994-08-11,2008-02-11,,,32.4,32.4,29,91.85,88088.0
KASHIWAZAKI KARIWA-5,Suspended Operation,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1985-06-20,1989-07-20,,,1989-09-12,1990-04-10,2012-01-25,,,32.4,32.4,33,136.97,130956.0
KASHIWAZAKI KARIWA-6,Suspended Operation,Japan,BWR,ABWR,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1315,1315,1356,3926,1992-11-03,1995-12-18,,,1996-01-29,1996-11-07,2012-03-26,,,33.49,33.49,26,133.68,101698.0
KASHIWAZAKI KARIWA-7,Suspended Operation,Japan,BWR,ABWR,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1315,1315,1356,3926,1993-07-01,1996-11-01,,,1996-12-17,1997-07-02,2011-08-23,,,33.49,33.49,26,116.49,89684.0
MIHAMA-1,Permanent Shutdown,Japan,PWR,WH 2LP,Kansai Electric Power Co.,Kansai Electric Power Co.,320,320,340,1031,1967-02-01,1970-07-29,,,1970-08-08,1970-11-28,,,2015-04-27,31.04,31.04,46,60.47,196884.0
MIHAMA-2,Permanent Shutdown,Japan,PWR,M (2-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,470,470,500,1456,1968-05-29,1972-04-10,,,1972-04-21,1972-07-25,,,2015-04-27,32.28,32.28,44,102.09,221269.0
MIHAMA-3,Operational,Japan,PWR,M (3-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,780,780,826,2440,1972-08-07,1976-01-28,,,1976-02-19,1976-12-01,,,,31.97,31.97,48,181.33,234431.0
MONJU,Permanent Shutdown,Japan,FBR,-,JAPAN ATOMIC ENERGY AGENCY,JAPAN ATOMIC ENERGY AGENCY,246,246,280,714,1986-05-10,1994-04-05,,,1995-08-29,N/A,1995-12-08,2017-12-05,2017-12-05,34.45,34.45,17,0.0,0.0
OHI-1,Permanent Shutdown,Japan,PWR,WH 4LP,Kansai Electric Power Co.,Kansai Electric Power Co.,1120,1120,1175,3423,1972-10-26,1977-12-02,,,1977-12-23,1979-03-27,,,2018-03-01,32.72,32.72,42,215.71,194828.0
OHI-2,Permanent Shutdown,Japan,PWR,WH 4LP,Kansai Electric Power Co.,Kansai Electric Power Co.,1120,1120,1175,3423,1972-12-08,1978-09-14,,,1978-10-11,1979-12-05,,,2018-03-01,32.72,32.72,41,235.12,210410.0
OHI-3,Operational,Japan,PWR,M (4-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,1127,1127,1180,3423,1987-10-03,1991-05-17,,,1991-06-07,1991-12-18,,,,32.92,32.92,33,213.41,188441.0
OHI-4,Operational,Japan,PWR,M (4-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,1127,1127,1180,3423,1988-06-13,1992-05-28,,,1992-06-19,1993-02-02,,,,32.92,32.92,32,219.71,193162.0
OHMA,Under Construction,Japan,BWR,ABWR,"ELECTRIC POWER DEVELOPMENT CO., LTD.","ELECTRIC POWER DEVELOPMENT CO., LTD.",1328,1328,1383,3926,2010-05-07,N/A,,,N/A,N/A,,,,33.83,33.83,0,0.0,0.0
ONAGAWA-1,Permanent Shutdown,Japan,BWR,BWR-4,"Tohoku Electric Power Co., Inc","Tohoku Electric Power Co., Inc",498,498,524,1593,1980-07-08,1983-10-18,,,1983-11-18,1984-06-01,,,2018-12-21,31.26,31.26,36,79.82,162849.0
ONAGAWA-2,Operational,Japan,BWR,BWR-5,"Tohoku Electric Power Co., Inc","Tohoku Electric Power Co., Inc",796,796,825,2436,1991-04-12,1994-11-02,,,1994-12-23,1995-07-28,2011-03-11,2024-11-15,,32.68,32.68,30,81.38,103316.0
ONAGAWA-3,Suspended Operation,Japan,BWR,BWR-5,"Tohoku Electric Power Co., Inc","Tohoku Electric Power Co., Inc",796,796,825,2436,1998-01-23,2001-04-26,,,2001-05-30,2002-01-30,2011-03-11,,,32.68,32.68,21,45.55,57074.0
SENDAI-1,Operational,Japan,PWR,M (3-loop),"Kyushu Electric Power Co., Inc.","Kyushu Electric Power Co., Inc.",846,846,890,2660,1979-12-15,1983-08-25,,,1983-09-16,1984-07-04,,,,31.8,31.8,41,222.34,257310.0
SENDAI-2,Operational,Japan,PWR,M (3-loop),"Kyushu Electric Power Co., Inc.","Kyushu Electric Power Co., Inc.",846,846,890,2660,1981-10-12,1985-03-18,,,1985-04-05,1985-11-28,,,,31.8,31.8,39,214.8,249212.0
SHIKA-1,Suspended Operation,Japan,BWR,BWR-5,HOKURIKU ELECTRIC POWER CO.,HOKURIKU ELECTRIC POWER CO.,505,505,540,1593,1989-07-01,1992-11-20,,,1993-01-12,1993-07-30,2011-03-01,,,31.7,31.7,29,56.36,112466.0
SHIKA-2,Suspended Operation,Japan,BWR,ABWR,HOKURIKU ELECTRIC POWER CO.,HOKURIKU ELECTRIC POWER CO.,1108,1304,1206,3926,2001-08-20,2005-05-26,,,2005-07-04,2006-03-15,2011-03-11,,,28.22,33.21,17,29.3,26048.0
SHIMANE-1,Permanent Shutdown,Japan,BWR,BWR-3,"THE CHUGOKU ELECTRIC POWER CO., INC.","THE CHUGOKU ELECTRIC POWER CO., INC.",439,439,460,1380,1970-07-02,1973-06-01,,,1973-12-02,1974-03-29,,,2015-04-30,31.81,31.81,43,101.87,234851.0
SHIMANE-2,Operational,Japan,BWR,BWR-5,"THE CHUGOKU ELECTRIC POWER CO., INC.","THE CHUGOKU ELECTRIC POWER CO., INC.",789,789,820,2436,1985-02-02,1988-05-25,,,1988-07-11,1989-02-10,2012-01-17,2024-12-12,,32.39,32.39,36,129.07,165266.0
SHIMANE-3,Under Construction,Japan,BWR,ABWR,"THE CHUGOKU ELECTRIC POWER CO., INC.","THE CHUGOKU ELECTRIC POWER CO., INC.",1325,1325,1373,3926,2006-10-24,N/A,,,N/A,N/A,,,,33.75,33.75,0,0.0,0.0
TAKAHAMA-1,Operational,Japan,PWR,M (3-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,780,780,826,2440,1970-04-25,1974-03-14,,,1974-03-27,1974-11-14,2011-01-10,2023-08-02,,31.97,31.97,50,178.99,230906.0
TAKAHAMA-2,Operational,Japan,PWR,M (3-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,780,780,826,2440,1971-03-09,1974-12-20,,,1975-01-17,1975-11-14,2011-11-25,2023-09-20,,31.97,31.97,49,176.81,228485.0
TAKAHAMA-3,Operational,Japan,PWR,M (3-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,830,830,870,2660,1980-12-12,1984-04-17,,,1984-05-09,1985-01-17,,,,31.2,31.2,40,203.06,239710.0
TAKAHAMA-4,Operational,Japan,PWR,M (3-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,830,830,870,2660,1981-03-19,1984-10-11,,,1984-11-01,1985-06-05,,,,31.2,31.2,40,201.66,237934.0
TOKAI-1,Permanent Shutdown,Japan,GCR,MAGNOX,JAPAN ATOMIC POWER CO.,JAPAN ATOMIC POWER CO.,137,159,166,587,1961-03-01,1965-05-04,,,1965-11-10,1966-07-25,,,1998-03-31,23.34,27.09,34,25.03,194729.0
TOKAI-2,Suspended Operation,Japan,BWR,BWR-5,JAPAN ATOMIC POWER CO.,JAPAN ATOMIC POWER CO.,1060,1056,1100,3293,1973-10-03,1978-01-18,,,1978-03-13,1978-11-28,2011-03-11,,,32.19,32.07,44,218.13,207668.0
TOMARI-1,Suspended Operation,Japan,PWR,M (2-loop),"HOKKAIDO ELECTRIC POWER CO., INC.","HOKKAIDO ELECTRIC POWER CO., INC.",550,550,579,1650,1985-04-18,1988-11-16,,,1988-12-06,1989-06-22,2011-04-22,,,33.33,33.33,34,91.48,166277.0
TOMARI-2,Suspended Operation,Japan,PWR,M (2-loop),"HOKKAIDO ELECTRIC POWER CO., INC.","HOKKAIDO ELECTRIC POWER CO., INC.",550,550,579,1650,1985-06-13,1990-07-25,,,1990-08-27,1991-04-12,2011-08-26,,,33.33,33.33,32,84.09,152166.0
TOMARI-3,Suspended Operation,Japan,PWR,M (3-loop),"HOKKAIDO ELECTRIC POWER CO., INC.","HOKKAIDO ELECTRIC POWER CO., INC.",866,866,912,2660,2004-11-18,2009-03-03,,,2009-03-20,2009-12-22,2012-05-05,,,32.56,32.56,13,19.62,22669.0
TSURUGA-1,Permanent Shutdown,Japan,BWR,BWR-2,JAPAN ATOMIC POWER CO.,JAPAN ATOMIC POWER CO.,340,341,357,1070,1966-04-22,1969-10-03,,,1969-11-16,1970-03-14,,,2015-04-27,31.78,31.87,47,81.24,247081.0
TSURUGA-2,Suspended Operation,Japan,PWR,M (4-loop),JAPAN ATOMIC POWER CO.,JAPAN ATOMIC POWER CO.,1108,1115,1160,3411,1982-11-06,1986-05-28,,,1986-06-19,1987-02-17,2011-05-07,,,32.48,32.69,36,186.57,168948.0
AKTAU,Permanent Shutdown,Kazakhstan,FBR,BN-350,Ministry of Energy of the Republic of Kazakhstan,Limited liability partnership «Mangistau atomic energy complex-Kazatomprom»,52,52,90,1000,1964-10-01,1972-11-01,,,1973-07-16,1973-07-16,,,1999-04-22,5.2,5.2,27,1.85,31649.0
HANBIT-1,Operational,"Korea, Republic of",PWR,WH F,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,995,903,1025,2787,1981-06-04,1986-01-31,,,1986-03-05,1986-08-25,,,,35.7,32.4,38,262.12,278005.0
HANBIT-2,Operational,"Korea, Republic of",PWR,WH F,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,988,903,1024,2787,1981-12-01,1986-10-15,,,1986-11-11,1987-06-10,,,,35.45,32.4,38,250.41,266893.0
HANBIT-3,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,986,950,1041,2825,1989-12-23,1994-10-13,,,1994-10-30,1995-03-31,,,,34.9,33.63,30,196.02,199583.0
HANBIT-4,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,970,950,1041,2825,1990-05-26,1995-07-07,,,1995-07-18,1996-01-01,,,,34.34,33.63,29,173.11,176620.0
HANBIT-5,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,992,950,1051,2825,1997-06-29,2001-11-24,,,2001-12-19,2002-05-21,,,,35.12,33.63,23,147.5,150021.0
HANBIT-6,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,993,993,1053,2825,1997-11-20,2002-09-01,,,2002-09-16,2002-12-24,,,,35.15,35.15,22,155.72,158843.0
HANUL-1,Operational,"Korea, Republic of",PWR,France CPI,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,953,903,1014,2775,1983-01-26,1988-02-25,,,1988-04-07,1988-09-10,,,,34.34,32.54,36,246.07,263074.0
HANUL-2,Operational,"Korea, Republic of",PWR,France CPI,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,957,903,1011,2775,1983-07-05,1989-02-25,,,1989-04-14,1989-09-30,,,,34.49,32.54,35,243.61,259519.0
HANUL-3,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,991,950,1051,2825,1993-07-21,1997-12-21,,,1998-01-06,1998-08-11,,,,35.08,33.63,26,188.3,193808.0
HANUL-4,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,994,950,1052,2825,1993-11-01,1998-12-14,,,1998-12-28,1999-12-31,,,,35.19,33.63,26,169.43,172302.0
HANUL-5,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,989,950,1049,2825,1999-10-01,2003-11-28,,,2003-12-18,2004-07-29,,,,35.01,33.63,21,150.14,152241.0
HANUL-6,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,997,950,1049,2825,2000-09-29,2004-12-16,,,2005-01-07,2005-04-22,,,,35.29,33.63,19,144.49,145886.0
KORI-1,Permanent Shutdown,"Korea, Republic of",PWR,WH 60,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,576,558,607,1729,1972-08-01,1977-06-19,,,1977-06-26,1978-04-29,,,2017-06-18,33.31,32.27,41,147.33,274605.0
KORI-2,Operational,"Korea, Republic of",PWR,WH F,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,640,618,681,1882,1977-12-23,1983-04-09,,,1983-04-22,1983-07-25,,,,34.01,32.84,41,181.85,292286.0
KORI-3,Operational,"Korea, Republic of",PWR,WH F,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1011,1011,1046,2912,1979-10-01,1985-01-01,,,1985-01-22,1985-09-30,,,,34.72,34.72,39,264.06,276054.0
KORI-4,Operational,"Korea, Republic of",PWR,WH F,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1012,1012,1046,2912,1980-04-01,1985-10-26,,,1985-12-31,1986-04-29,,,,34.75,34.75,39,260.69,272485.0
SAEUL-1,Operational,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1392,1340,1488,3983,2008-10-16,2015-12-29,,,2016-01-15,2016-12-20,,,,34.95,33.64,8,71.65,52011.0
SAEUL-2,Operational,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1392,1340,1491,3983,2009-08-19,2019-04-08,,,2019-04-22,2019-08-29,,,,34.95,33.64,5,47.15,34182.0
SAEUL-3,Under Construction,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1340,1340,1400,3983,2017-04-01,N/A,,,N/A,N/A,,,,33.64,33.64,0,0.0,0.0
SAEUL-4,Under Construction,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1340,1340,1400,3983,2018-09-20,N/A,,,N/A,N/A,,,,33.64,33.64,0,0.0,0.0
SHIN-HANUL-1,Operational,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1414,1340,1455,3983,2012-07-10,2022-05-22,,,2022-06-09,2022-12-07,,,,35.5,33.64,2,15.41,11904.0
SHIN-HANUL-2,Operational,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1340,1340,1455,3983,2013-06-19,2023-12-06,,,2023-12-21,2024-04-05,,,,33.64,33.64,1,0.0,0.0
SHIN-KORI-1,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,996,998,1048,2825,2006-06-16,2010-07-15,,,2010-08-04,2011-02-28,,,,35.26,35.33,14,86.94,89015.0
SHIN-KORI-2,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,996,995,1047,2825,2007-06-05,2011-12-27,,,2012-01-28,2012-07-20,,,,35.26,35.22,12,85.35,87076.0
SHIN-WOLSONG-1,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,997,950,1048,2825,2007-11-20,2012-01-06,,,2012-01-27,2012-07-31,,,,35.29,33.63,12,84.18,86419.0
SHIN-WOLSONG-2,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,993,950,1048,2825,2008-09-23,2015-02-08,,,2015-02-26,2015-07-24,,,,35.15,33.63,9,64.14,65562.0
WOLSONG-1,Permanent Shutdown,"Korea, Republic of",PHWR,CANDU 6,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,661,629,683,2061,1977-10-30,1982-11-21,,,1982-12-31,1983-04-22,,,2019-12-24,32.07,30.52,38,139.72,223236.0
WOLSONG-2,Operational,"Korea, Republic of",PHWR,CANDU 6,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,571,652,599,2061,1992-09-25,1997-01-29,,,1997-04-01,1997-07-01,,,,27.7,31.64,27,135.41,204906.0
WOLSONG-3,Operational,"Korea, Republic of",PHWR,CANDU 6,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,595,665,624,2061,1994-03-17,1998-02-19,,,1998-03-25,1998-07-01,,,,28.87,32.27,26,128.38,192032.0
WOLSONG-4,Operational,"Korea, Republic of",PHWR,CANDU 6,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,569,669,589,2061,1994-07-22,1999-04-10,,,1999-05-21,1999-10-01,,,,27.61,32.46,25,128.01,193007.0
IGNALINA-1,Permanent Shutdown,Lithuania,LWGR,RBMK-1500,The Republic of Lithuania,IGNALINA NUCLEAR POWER PLANT,1185,1500,1300,4800,1977-05-01,1983-10-04,,,1983-12-31,1985-05-01,,,2004-12-31,24.69,31.25,22,124.93,125957.0
IGNALINA-2,Permanent Shutdown,Lithuania,LWGR,RBMK-1500,The Republic of Lithuania,IGNALINA NUCLEAR POWER PLANT,1185,1500,1300,4800,1978-01-01,1986-12-01,,,1987-08-20,1987-12-01,,,2009-12-31,24.69,31.25,23,155.51,149116.0
LAGUNA VERDE-1,Operational,Mexico,BWR,BWR-5,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,777,780,805,2317,1976-09-27,1988-11-04,,,1989-04-09,1990-07-25,,,,33.53,33.66,35,159.2,249598.0
LAGUNA VERDE-2,Operational,Mexico,BWR,BWR-5,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,775,780,803,2317,1977-05-31,1994-09-05,,,1994-11-10,1995-04-09,,,,33.45,33.66,30,143.25,218190.0
BORSSELE,Operational,"Netherlands, Kingdom of The",PWR,KWU 2LP,N.V. ELEKTRICITEITS-PRODUKTIEMAATSCHAPPIJ ZUID-NEDERLAND,N.V. ELEKTRICITEITS-PRODUKTIEMAATSCHAPPIJ ZUID-NEDERLAND,482,495,515,1366,1969-07-01,1973-06-20,,,1973-07-04,1973-10-26,,,,35.29,36.24,51,165.67,366548.0
DODEWAARD,Permanent Shutdown,"Netherlands, Kingdom of The",BWR,GE design,BV GEMEENSCHAPPELIJKE KERNENERGIECENTRALE NEDERLAND (BV GKN),BV GEMEENSCHAPPELIJKE KERNENERGIECENTRALE NEDERLAND (BV GKN),55,54,60,183,1965-05-01,1968-06-24,,,1968-10-18,1969-03-26,,,1997-03-26,30.05,29.51,30,10.22,197970.0
